,app_name,bundle,description,genres,os_platform,lang_code,description_keyword_list,keyword-1,keyword-2,keyword-3,keyword-4,keyword-5,keyword-6,keyword-7,keyword-8,keyword-9,keyword-10
553,Drawing Scenery,com.fashionapps.drawingscenery,"✔ how to draw an easy scenery
✔ how to draw a scenery of sunset
✔ drawing of the scenery of the village
✔ how to draw a scenery with pencil
✔ scenery drawing of the rainy season
DISCLAIMER:
The content of this app is not affiliated with, endorsed, sponsored, or specifically approved by any company. All copyright and trademarks are owned by their respective owners. The images in this application are collected from around the web, if we are in breach of copyright, please let us know and it will be removed as soon as possible.",['ART_AND_DESIGN'],ANDROID,en,"['scenery', 'draw', 'drawing', 'copyright', 'rainy', 'breach', 'village', 'sunset', 'pencil', 'season']",scenery,draw,drawing,copyright,rainy,breach,village,sunset,pencil,season
554,Accounting Interview question answers,com.techseers.accountinginterviewquestions,"Complete interview guide for all fields of accounting and accounts related interview questions answers.
basic accounting questions and answers for interview
entry level accounting interview questions
accounting interview questions to ask
staff accountant interview questions and answers
accounting behavioral interview questions
This app cover these every type of accounting interview question answer
01 Account Executive interview question answers
02 Behavioral Account Management interview question answers
03 Professional Accounting interview question answers
04 Fresh Accounting Manager interview question answers
05 Behavioral Accounts Payable interview question answers
06 Professional Accounts Receivable Clerk interview question answers
07 Operational Advertising Account Executive interview question answers
08 Role-specific Assistant Accounts interview question answers
09 Behavioral Audit Interview interview question answers
10 Behavioral Bookkeeping Clerk interview question answers
11 Essential Clerk Accounts Payable interview question answers
12 Top Cost Accounting interview question answers
13 Operational Executive Accounts interview question answers
14 Top Junior Accountant interview question answers
15 Role-specific Key Account Managers interview question answers
16 Top Payroll Assistant interview question answers
17 Essential Payroll Specialist interview question answers
18 Professional Secretary Accountant interview question answers
19 Essential Senior Accountant interview question answers",['EDUCATION'],ANDROID,en,"['interview', 'answer', 'question', 'accounting', 'account', 'behavioral', 'accountant', 'executive', 'clerk', 'essential']",interview,answer,question,accounting,account,behavioral,accountant,executive,clerk,essential
555,Password Breaker,com.panusmos.password,"Use your every skill to solve the password !!
""Password Breaker"" - Very Challenging game skills !
Each level contains puzzle that you need to solve and type the correct answer to pass the level. Once you complete the level, next levels will be unlocked. Some levels might need some special tools to solve it.
How to play
- Look for clues on each level. There are clues that help you unlock the level.
- If you are sure that you get the password, press ""Enter Password"" to type the answer that you can get.
- If the password is correct, next level will be unlocked.
** Please note that all passwords have to be small letters only and require no space **
Now, there are 20 levels in this version. More levels will be updated soon!
Keywords: Password, Password Breaker, the, room, door, puzzle, brain, game, password, hacker",['GAME_PUZZLE'],ANDROID,en,"['password', 'level', 'breaker', 'solve', 'clue', 'unlocked', 'correct', 'answer', 'next', 'puzzle']",password,level,breaker,solve,clue,unlocked,correct,answer,next,puzzle
556,Photo Video Maker with Music,vintageappstudio.phototovideomaker.videomaker,"Photo Video Maker with Music
Photo Video Maker with Music is a great way to share your best photos and videos with friends and family. Rather than locking them in a dark room with you, create a digital slideshow that you can email or share on social media.
Photo Video Maker with Music helps you to create fast and awesome slideshow with selected photos and music.
Photo Video Maker with Music application allow you converts your video to photo and take amazing photo. This is a free photo app you can make videos and add music too it's very easy to use. Photo to Video Maker with Music with song applications through you not delete any photo or image. You just convert all photos to video or slideshow.
Photo Video Maker with Music application provides a facility to snap your particular moment from gallery videos or recording videos. Your Photo Show is so much more than pictures.
There's a world of difference between a plain old ""slideshow"" and a Photo Show! With just a click or two, the all new Photo Show maker lets you add your choice of hundreds of music tracks, over 150 beautiful one-click styles, plus cool animated graphics and stickers. Add one of your own MP3s to your Photo Show and give it the soundtrack you really want.
How to Use: -
1.Add pictures you want included in your show.
2.Edit your Each Image by clicking on Edit Button
3.View an automatically generated slideshow and customize it until you love it.
4.Select you Audio, Duration and Effects
5.Share it instantly with your friends and family.
Amazing Key features:
• Select photo from camera and gallery.
• Edit your photo with amazing effect.
• Add your photo on slide show.
• Also you add music in your slide show.
• Photo video maker support music trimming.
• Different frame are applied.
• Different stickers are providing.
• Choose different frame.
• Also give your photo album to color effect.
• Add your every photo to slide time.
• Save this photo story in your device.
• Share this video with your friends.
Share Your Video
Once finished, you can share your creation so your memories are stored online for the world to see.
Thank You……!!",['VIDEO_PLAYERS'],ANDROID,en,"['photo', 'video', 'music', 'maker', 'slideshow', 'show', 'add', 'share', 'slide', 'edit']",photo,video,music,maker,slideshow,show,add,share,slide,edit
557,Random Video call - Live Video Call,com.bringo.livevideocall,"You can make video call to strangers and make them your friends.
You can connect to random strangers and talk to them on video call for free.
You can make unlimited video call free to any stranger.
If you have any suggestions for us then please contact us.",['SOCIAL'],ANDROID,en,"['stranger', 'call', 'video', 'make', 'talk', 'random', 'connect', 'suggestion', 'unlimited', 'free']",stranger,call,video,make,talk,random,connect,suggestion,unlimited,free
558,"Propose day: Greeting, Wishes, Quotes, GIF",com.techzit.proposeday,"Happy Propose day Wishes mobile application provides below list of featured valued latest contents:-
> Happy Propose day Animated GIF
> Happy Propose day SMS
> Happy Propose day greeting cards
> Happy Propose day quotes
> Happy Propose day Wishes
App Features:-
> Latest/Updated Collection - Happy Propose day Wishes mobile application provide you latest collection of  greeting cards, GIF Images and Quotes Messages. We keep you updated, Time to time we keep on adding new greeting cards to deliver you best app experience with the nice and updated collection.
> Offline Support Feature – Once you open an greeting card or quotes then you can check out the same later without using your internet connection, that will be stored/cached locally and never use your internet data for browsing same greeting card. so that you can revisit greeting card offline anytime.
> Favorite Collection Feature – Provide you a personalized experience, App allows you to like greting cards and quotes messages that will be added in your ""Favorite Collection"" and access them directly with ease any time without searching.
> Share Option – You can easily share greeting cards and quotes messages with ease just by tapping one button.
> Download Option – All greeting cards, animated GIFs and quotes messages can be download and share with the help of handy download option.
> Zoom Feature – App provides you user-friendly pinch zoom to see minute details and easily select best greeting card or quotes message that you like most.
> Search Option – App provides you best search feature for quick access the latest collection of greeting cards, animated GIFs, quote messages and saves your time.
Disclaimer:
We do not claim ownership of some of the images or data in our App. we are only listing all the publicly available data as it is. The content provided in this applications are the property of respective copyright holders and All rights reserved to the respective owners of the sites. So, for any copyright issue, just contact us via email at techzit786@gmail.com, we will take proper action to change or remove copyright materials. It will take 1-2 business day(s) to remove your images and data.",['LIFESTYLE'],ANDROID,en,"['greeting', 'card', 'propose', 'quote', 'happy', 'day', 'message', 'collection', 'animated', 'latest']",greeting,card,propose,quote,happy,day,message,collection,animated,latest
559,Overlay Detect,com.settings.overlay.configuration,"This application will help you to fix overlay detect problem on os 6.0 or above. It will also give you support for overlay settings configuration.
If this application not helpful for you then please send me mail instead of single star, I will try to support you",['TOOLS'],ANDROID,en,"['overlay', 'fix', 'support', 'helpful', 'configuration', 'application', 'detect', 'mail', 'instead', 'problem']",overlay,fix,support,helpful,configuration,application,detect,mail,instead,problem
560,Idle Poo Factory,com.caffeinemonster.poopmachine,"The controversial Masterpiece certified by the World Poo Association!
Even just looking at it cures constipation!
#Prologue
In a future not so far from now, humanity's craving for fine art has gone bananas...
To the point where artificial human excrement made from faux human digestive tract started being sold as art.
Indeed, the Great Age of Poo has begun.
And here you are, challenging this artwork market with your masterpiece, Poopy Man Mark I.
Towards the Greatest Pooper of the World!
#CHARACTERISTICS
1. Unique Graphics - Crafted from hand-made pixel art.
2. The Peak of all Idle Games - Taste the very summit of an idle game.
3. Variety of Ingredients - Has all the fun of unlocking around 100 different ingredients.
4. PooNet - Cumulative poo weight is sent to the PooNet, and you can see the World Ranking.
5. Certificate - Certificates are issued from the World Poo Association.
#How To Play
1. The ingredients are automatically fed.
2. Poo is produced through the mouth, toothed wheel, and aging container. (Touch to speed up the process.)
3. Produced poo is sold according to the current price. (You can increase the price in the Price tab.)
4. You can withdraw the revenue from the bank to unlock heavier ingredients or upgrade each part.
5. Produce a lot of poo to become the Top Ranker in PooNet.
# Precautions before deleting the game
Please note that when the game is deleted from the device, saved data is also deleted. Please utilize the cloud save load feature in the setup menu when changing your device.
Payment details can be restored for non-consumptive products (add removal etc) but not for consumptive products (coins). Please use the "" Restore"" function in the settings menu.
# Why does it ask for access to a photo album?
It is to ask for permission to save the capture screen. It is not used for any other purpose.
#Info
Part of the revenue is donated to Toilet Construction Project in underdeveloped countries via International Toilet Society (
http://www.withwta.org
).
▶Privacy Policy◀
https://merovingiaan.github.io/ipf/privacy-policy.html",['GAME_CASUAL'],ANDROID,en,"['poo', 'ingredient', 'poonet', 'association', 'masterpiece', 'produced', 'toilet', 'consumptive', 'price', 'revenue']",poo,ingredient,poonet,association,masterpiece,produced,toilet,consumptive,price,revenue
561,Best Islamic Song 2020,com.ramadan2018.islamicsongs.freeislamicringtone,"Ringtones and Islamic Songs is a free application that contains a collection of the most famous and best Islamic songs of 2020.
Islamic ringtones contains more than 80 Islamic songs like 99 names of Allah, Ya Taiba, ilahi Maqsudi anta, Arkan al islam (five pillars of Islam), alaykom assalamo song, forgive me allah, highlights ramadan ringtones.
We have also added various select Nasheed '' religious songs also some famous Duaa, and Islamic notification like fajar alarm, Islamic alarm ringtones so that you can enjoy the beautiful Islamic ringtones, we have also added Adan for awakening.
If you like the religious and Arabic song of Maher Zain, Sami Yusuf, Affasi, Soudais, ... then this app is all you need.
You will find the most amazing Islamic songs, such as: Achraqat Nafssi - Ana Bhali - Iza Konta Fi Ni3ma - Dawman Laka Hamdou - Ma3a Allah - Forgive Me - Ilahi Inta - The Illah Ila Allah - Soubhana Qonut - Asma Allah - Duaa Alafasy - Ida Ma 9ala Li Rabi - Samtan - Laswfa A3odo - Alayka Assalamou - Baraka Allahu - Lakuma - Incha Allah - Mawlaya - Ramadan - Ya Nabi Salam Alayka - Mawtini - Yas3ad Fou2adi - Anta Al Salam - Ramadan Ramadan - Raaitu Ath Thunoob - Rahman Rahman - Saiyda Al Akhlaq - Allahu Allah - Allahu Allahu - AlMuallim - Asma Allah - Mother - Supplication - Ya Allah - Ya Mustafa - Anachid Afassi - khayra lbariya - Mohammed Nabina - Al Badr Mashary - Allah Allah - Do3aa Mashary - Labbaik Allahuma Lab - Subhana Allah ..
App Key Features: - SUPPORT- android complete Brand new dinia anted catalog with free nasheed MP3- More than 49 islamic ringtones 2020 mp3 and many more - Browse featured, most popular or newest nasheed mp3. play button -Press to listen islamic 2020 ringtones you like. Islamic ringtones -Press 2020 the name to display the options-Set as default incoming call ringtone-Set as notification ringtone-Set as alarm. -Set As SMS notification- Professional user interface.
This application is 100% free.
Features App:
===========
- Set as highlights ringtone for Android: change your ringtones to any of the app songs you like
- Setting the timer to wake up for the prayer of sound: you can put any of the sounds to make you
- Alarm Ringtones: Set all the Islamic sounds adhan to wake up for the assubh prayer.
- SMS Ringtones
- Halal tones: which means no burials are used in the majority of music
Legal Notice:
========
Sound clips used by highlights Islamic ringtones app are licensed under the public domain and / or a Creative Commons license. Sounds from this application are not commercial sounds of video games.",['LIFESTYLE'],ANDROID,en,"['islamic', 'allah', 'ringtones', 'song', 'allahu', 'ya', 'ramadan', 'al', 'nasheed', 'sound']",islamic,allah,ringtones,song,allahu,ya,ramadan,al,nasheed,sound
562,Tody - Smarter Cleaning,com.looploop.tody,"The #1 Cleaning App on iOS has finally come to Android
Tody will optimize and motivate your cleaning.
● Gain flexibility by managing cleaning tasks by indicators of actual need rather than arbitrary dates.
● Tody visualizes dirtiness to motivate cleaning and visualizes the effect of cleaning to enhance satisfaction.
● There are no deadlines or alarms. Tody puts you in control of your cleaning routines instead of cleaning routines controlling you.
● Turn home cleaning into a game. House members can check-in to claim credit for their actions.
● Enjoy an extremely easy and intuitive set up of a customized cleaning plan.
● Tody can be customized and scaled to fit almost any needs. It thus suits singles as well as complex households with many members. Even professionals find Tody to be their preferred tool.
Recommended by marthastewart.com, Buzzfeed and MacWorld.",['HOUSE_AND_HOME'],ANDROID,en,"['cleaning', 'tody', 'visualizes', 'routine', 'motivate', 'customized', 'member', 'macworld', 'marthastewart', 'household']",cleaning,tody,visualizes,routine,motivate,customized,member,macworld,marthastewart,household
563,Creative Photo Frame : Prank,com.appwallet.faceprojector,"Create lovely photos with this creative photo frames application and get amazing photos. Everyone get surprised with this beautiful photo look.
Do you have an idea about creative photo frames? This is amazing and nice with bundle of wonderful frames. Stylish and lovely collection of creative photo frames makes this application more precious and tremendous.
Key Features :-
*Easy and User Friendly App Interface.
*Super Cropping Tool to crop the images properly.
*25+ HD Creative Photo Frames to give your images stunning look.
*10+ Trending Stickers added in this application.
*Add Text with color fonts and write stylish words into your creative photo frames.
*Adjust or Edit your photos with your fingers like zoom in zoom out, etc,
*Saturation Feature to increase and decrease color fade to the photo frames.
How to use:-
1.Click on the camera (or) phone gallery .
2.Crop the image using super-cropping tool.
3.Select our creative photo frames available in this application.
4.Rotate, Adjust with fingers Zoom in and Zoom out to fit face images properly.
5.Click on gallery button to add frames to other images in your photo gallery.
6.Apply saturation to increase and decrease the color fade to your images.
7.Add Text with color fonts and stickers to your photo frames
8.Save your creativity to gallery and can be set as your device Wallpaper.
9.Share your images (via) various  social media platforms like Facebook , WhatsApp , Instagram etc…
Download our creative photo frames like face projector prank frame application today and make amazing and beautiful photos.",['PHOTOGRAPHY'],ANDROID,en,"['frame', 'photo', 'creative', 'image', 'zoom', 'gallery', 'application', 'fade', 'color', 'decrease']",frame,photo,creative,image,zoom,gallery,application,fade,color,decrease
564,Custom Navigation Bar,xyz.paphonb.systemuituner,"Get Android O's navbar customization feature right now on your Android N device
This app allows you to add custom buttons to your existing navigation bar. No root required
Please read all the descriptions before downloading and don't leave negative reviews without contacting me first. I'll try to help you.
Features:
- Add custom buttons to your navigation bar
- Customizable navbar layout
- Tasker integration for contextual navbar
- Easy to setup
- No root or xposed required *
Compatibility:
- Not working on ResurrectionRemix, Beanstalk, AospExtended or anything that uses DirtyUnicorns smartbar
- Not working on EMUI, LG UX
- Partially working on Galaxy S8/S8+ **
- Working on Android 7, 7.1, O preview
- Working on LinageOS
- Working on Nexus devices
- Working on Sony Xperia devices
*This requires a permission to be able to modify the navbar. You will need either root or a pc to grant it.
*If you phone have root, you will be prompted for root access for the app to do all the things automatically. You can choose to deny that if you want to grant the permission by yourself.
**Due to a system bug on Samsung devices, Some apps functions including extra right button and button themes will be unavailable.
Want to help translating the app to your language? Read here: https://github.com/CustomNavigationbar/resources",['TOOLS'],ANDROID,en,"['working', 'navbar', 'root', 'button', 'grant', 'device', 'bar', 'navigation', 'android', 'permission']",working,navbar,root,button,grant,device,bar,navigation,android,permission
565,Gtv Live Sports,com.gtvlivesportsbd.gtvlive,"সকল খেলার অপডেট সহ খেলার স্ক্রউর দেখুন গাজি এখানে
On GTV Live sports have all kind of live sports updates. For live cricekt football and others match have live score which will update ball by ball. Now a days live cricket are
most important sports for every age peoples. its easy to get all updates news from single app gtv live.
Gtv Live | Watch Gazi Tv Live Online Cricket.
Gtv live well known Gazi Tv is one of the popular online channels in Bangladesh. You can enjoy all the live streaming of GTV by visiting this site. Nowadays, we do not have
enough time to watch television according to the clock. But we have the internet connection on most of our PC and Smartphones. So, when we desire, we can enjoy the live
streaming of any channel. For this, we are here to provide you all the programs and live streaming GTV live croy from GTV live cricket.
GTV is one of the well-known TV channels in Bangladesh. This channel offers us a variety of programs such as news, movies, talk shows, sports, etc. The studio of this channel
is in Segun Bagicha, Dhaka. It was started in 2012. However, this TV bought the Television Broadcasting Right from BCB in 2014 for 6 years. However, we are here to provide you
the opportunity to enjoy GTV live online. It is the great opportunity for them who have no time to enjoy Gazi Television at home. But when they get time at the office hour or
at outside, they can enjoy their favorite shows on mobile or desktop if they have the internet connection.  Watch Gazi tv live cricket match online. Let’s see what type of
entertainment we can enjoy from GTV live.
Sports mainly Gtv live cricket
GTV gets most popular for its broadcasting sports mainly live cricket. The people of Bangladesh enjoy sports on Gazi TV. It is such like as a sports channel during any
important sports such as BPL T20, and other international cricket matches, World cup T20, etc. When any cricket match of Bangladesh Team takes places in Bangladesh or other
country, you can enjoy this match on GTV Live because the GTV telecast this sport.
Recently we have enjoyed our favorite BPL T20 2018 on GTV. But when we are outside the home we need not see only the score from some other websites because we have enjoyed it
on our Smartphones by streaming GTV live. It is fantastic! Not only cricket matches, but GTV also arranges programs related to crickets. People also like these programs. These
programs are as similar to talk shows based on cricket. So, if you want to enjoy them, you can visit GTV live. Here is official boardcasting of Gazi tv live cricket match
online.
News on Gazi Tv live
Every hour, GTV provides news update in Bengali and English. So, to watch vital news of our country and abroad, you can visit here. Besides, when you know that any important
thing happened and you want to watch the live in the news, you can stream Gazi TV live. It is the desired opportunity for us. I always see the live GTV when I am outside. As I
browse and online newspapers, I sometimes know some accident or important things. But I cannot see them live. So,
Gtv live cricket
When we travel on the bus or train for a long time, we feel bored. In this situation, we can visit gtv live cricket to get some entertainment. Here you can enjoy some latest
Bangla movies, new drama in Bangla, Eid Natok, drama serial, etc. You need just an Android device and good internet connection. Here you can watch g tv live cricket match in
HD with official board-casting.
Enjoy talk shows
The men who like politics and concern about the current situation of our country would love to enjoy talk shows of some important and well-known figure of our nation. GTV
arranges talk shows where some great figures of education, live cricket, politics, come and discuss the recent or political matters of our state. So, who are not able to enjoy
these in time, they can easily enjoy these talk shows later by streaming the GTV live.",['SPORTS'],ANDROID,en,"['gtv', 'live', 'cricket', 'gazi', 'tv', 'sport', 'enjoy', 'talk', 'bangladesh', 'channel']",gtv,live,cricket,gazi,tv,sport,enjoy,talk,bangladesh,channel
566,Valentine Day,com.greetingsapps.developer.valentineday,"In Valentine week  people celebrate Valentine Day, Rose day, Chocolate day, propose day, Hug day, Kiss Day etc every year.
Valentine's Day is big day celebrated on February 14th of every year. It is a day of romantic love and many people give cards, letters, flowers or presents to their spouse or partner.
This application is very useful to wish on valentine day week by sharing top attractive greetings images and messages.
Valentine’s Day application contain list of following categories greetings images and Messages
Valentine Week List
1.	 7th Feb - Rose Day 2019
2.      8th Feb - Propose Day 2019
3.      9th Feb - Chocolate Day 2019
4.      10th Feb - Teddy day 2019
5.      11th Feb - Promise Day 2019
6.      12th Feb - Kiss Day 2019
7.      13th Feb - Hug Day 2019
8.      14th Feb - Valentines Day 2019
Also Lovely application has rich set of latest SMS to send a love sms or valentine sms message to your love. Choose from this collection of sweet love messages for Valentine’s Day, Rose day, and Chocolate day",['LIFESTYLE'],ANDROID,en,"['day', 'feb', 'valentine', 'th', 'rose', 'chocolate', 'message', 'week', 'sm', 'hug']",day,feb,valentine,th,rose,chocolate,message,week,sm,hug
567,Superhero Shooting battle: Strange Hero Combat,com.fps_shooting_games.superhero.shooting.battle,"Superhero Shooting battle: Strange Hero Combat
First-time Superhero Shooting Battle. You have played numerous superhero fighting games like bulk hero, superhero comic ring fighting, comic master and many others but this time you are not going for superhero fighting game instead you are in the strange hero combat where superhero shoots supervillains. Super strange hero has special missions and the devastating gang with inventive superhero actions.
Superhero is now in the strange battleground where only fighting skills are not enough. Some evil monsters are really powerful. Superhero shooting battle: strange hero combat is the modern sniper shooter with extraordinary shooting skills. Superhero has ultimate arsenal range for special operations like hunting the incredible monsters. The whole city is looking forward towards the strange hero to shoot the mad city mafia villains to end this battle.
The scenario of the game is full of gangsters, terrorists and street fighting crimes. Superhero is the only hope for survival. Special Ops missions are to shoot down the dangerous enemies and win this combat to become the last man standing!. The superhero will face challenges along with military forces that will make the city free from evil hunters. Best-armed superhero is the right hand of commando soldier with special ops missions. Strange hero has ultimate powers and guns, shotguns, sniper rifles, assaults and machine guns in this mad city sniper game.
Do you wish to be the part of such a battle where you could kill the evil monsters like a superhero?
Go ahead and download this action-packed game of Superhero Shooting battle: Strange Hero Combat
For free.
Do not let the wicked terrorist gangsters escape but shoot them all and become the epic war hero. Hope it would be a great experience for you.",['GAME_ACTION'],ANDROID,en,"['superhero', 'strange', 'hero', 'combat', 'battle', 'fighting', 'shooting', 'shoot', 'sniper', 'evil']",superhero,strange,hero,combat,battle,fighting,shooting,shoot,sniper,evil
568,Guess Pic Kollywood Tamil,com.selvaalion.guesspickollywoodtamil,"Guess Pic Kollywood Tamil most addictive famous tamil movies quiz game
Are you a tamil cinema fanatic? Prove your ability to guess the answer with this game!
Test your knowledge about tamil movie and see whether you know everything about
You have to answer the question to pass each level by locating right letters at the available space
Do you think it is easy to handle? Let's try.
- Simple, Instant Fun!
- 100+ Puzzles
- Free Reveals after each level.
- Some Easy Levels, Other Very Hard
- High Challenge
- Share your friends with Facebook, Twitter & Instagram
Experience the greatest Guess Pic Kollywood Tamil",['GAME_TRIVIA'],ANDROID,en,"['tamil', 'guess', 'kollywood', 'pic', 'movie', 'answer', 'level', 'reveals', 'fanatic', 'locating']",tamil,guess,kollywood,pic,movie,answer,level,reveals,fanatic,locating
569,HD Camera,com.camera.hd.vip,"Hd Camera application allow you to make excellent pictures very fast and simply, utilizing all advantage of your phone or tablet. Capture photos and videos in high resolution HD quality with superb camcorder.
Features of HD Camera:
* Camera and Video Resolution choice and JPEG Quality.supports all resolutions support by camera.
* Face Detection.
* Front camera (selfie shooting).
* Select scene modes, color effects, white balance and exposure compensation.
* Select camera and video quality and resolution JPEG.
* Auto-Stabilize camera so that your pictures level perfectly.
* To turn off the optional shutter sound.
* GUI to work in any direction without any pause to change the direction.
* Keys Adjustable volume (to take pictures, zoom or to change exposure compensation).
* Open camera functionality: support for focus modes, scene modes, color effects, white balance, ISO, exposure compensation / lock, face recognition, torch.
* HD Video recording.
* Zoom With multi texture control.
* Convenient remote control: timer, automatic repeat mode.
* Adjustable volume keys.
* Location targeting feature.
* Multi-touch gesture and one-touch remote control.
* To lock the portrait or landscape orientation for the desired photo or video.
* Photo effects.
* Flash Control(on/off/auto/torch).
* Optional GPS location tagging (geotagging) photos and videos.
* Widget to take pictures automatically after launching.
* Manual focusing distance; Manual ISO; Manual exposure time; RAW (DNG) files.
* Switch between front and rear camera
* HD image capture feature
* Very small size.
* Touch to focus.
* Video frame rate, bitrate support.",['TOOLS'],ANDROID,en,"['camera', 'exposure', 'video', 'compensation', 'resolution', 'hd', 'manual', 'control', 'picture', 'torch']",camera,exposure,video,compensation,resolution,hd,manual,control,picture,torch
570,Army Mega Shooting 2020 - FPS Free Shooting Games,com.gg.army.mega.action.shooting.game,"Get ready for the new gun shooting game of this year if you like action games. This new game is one of the top shooting games 2020 in fps shooting games. Our 2020 games is not boring like other free shooting games 2020. So, get ready for this new army games 2020 and enjoy this entire shooting game from start
to end.
KEY FEATURES:
>> Realistic and Challenging FPS Games
>> Easy and Intuitive Controls
>> High Quality Military Games Graphics
>> Shooting Games with Realistic Environment
>> Advanced and powerful weapons
>> Sniper gun shooter levels
Welcome in this new shooting game offered for free. Play as a commando in this new action game 2020. There are very limited free games and new games 2020 on playstore but we present new shooting game on play store for fps games and army games lover. Action packed fps new new shooting missions of this shooting game make this action game 2020 stand among the top action games 2020.
Game Gallery is presenting a new fps world war army game with extreme graphics and thrilling actions in this free shooting games. In this offline fps shooting game 2020 you have to play as a military commando in this offline game 2020. Your task of shooting enemies is to kill all enemies in this army war game with best offline shooting games. You need to train yourself to play this offline sniper game. Missions in this shooting game is designed as the world best shooting offline games for free.
You will enjoy best offline games with FPS shooting game levels where you need to think about every step you take and explore the best offline shooting game levels
for elite shooting. Unlike other boring shooting games 2020 this FPS shooting game include range of weapons.  In the history of free games 2020 this shooting game is the best fps game for you.
This action-packed game in giving unlimited sniper and offline shooting missions. Game is specially designed for the lover of commando gun shooting games in the action category. You will experience action game 2020 with world best action and adventure shooting games experience with sniper guns and assault guns. Sniper offline game can be played with no internet  so you can enjoy the offline new games 2020 for free. Download this new game and enjoy best shooting game experience.
You will find this game as your favorite offline action game as other gun games. We are offering top 3d gun shooting games experience with real fun of shooting.
In our gun shooter game just aim and destroy the enemy and be a gun shoot game expert. You are going to be the gun fighter game and kill the enemies of gun fighting games in action games. Get ready to play the action games and be a pro in shooter game. You need to have a good strategy to complete the specific mission of army games.
Now you are a best commando in this best shooter offline games, have excellent combat skills, show all your skills, find and destroy hidden objects in this arena. What are you waiting for, quickly picked up arms to fight with gun in this interesting games. Buy your favorite best sniper guns and assault guns from the arsenal. This huge variety of guns makes this game categorized among shooting games with guns and people. Army shooting games are here so you can also be able to play it without internet connectivity which will definitely help you to be an expert of gun games. This offline gun game is mostly designed on the basis of gun games 2020.
You need to kill your enemies as a real commando shooting games. This sniper shooting game contains many shooting game task which you need to perform with free action games and complete every operation in this crossfire offline commando games. You can buy new sniper guns and assault guns in sniper offline game. We assign a sniper rifle for free in this commando shooter games.
So friends best of luck for playing new shooting game 2020 in free games. Don’t forget to play this new games. Contact us anytime for any questions
and suggestions.",['GAME_ACTION'],ANDROID,en,"['game', 'shooting', 'gun', 'action', 'sniper', 'fps', 'offline', 'commando', 'new', 'army']",game,shooting,gun,action,sniper,fps,offline,commando,new,army
571,Rock Challenge: Electric Guitar Game,pl.netigen.rockchallenge,"★ Great songs recorded by proffesional musicians
★ World map, unlock levels all over the world
★ Beat other users, be the best
Play the electric guitar by hitting the notes at the right time. Get the highest score, gain perfect badge and beat other users!
Rock Challenge: Electric Guitar Game will test your skills to play the guitar and follow the rhythm of the music. This game including many songs which you can play them in 3 different difficulty levels. Playing, you compete with real players from around the globe!
You start your career in Europe. If you are good enough you will try to play in other continents. Unclock all levels and play the final concert in the USA. Turn yourself into a music superstar!
Features:
★ Addictive gameplay
★ Global scores
★ Great sound quality
★ Many different music styles
★ 3 difficulty levels
★ High quality graphics
★ Free
★ Achievements
Please note!
Rock Challenge: Electric Guitar Game is completely for free to play. That’s the reason why it has adverds. If you don’t like them, you can turn off them by buying a micropayment.
Good luck and have a lot of fun with this awesome game!
Write to us if you have any questions: mobile@netigen.pl",['GAME_MUSIC'],ANDROID,en,"['guitar', 'electric', 'play', 'rock', 'level', 'music', 'difficulty', 'beat', 'song', 'game']",guitar,electric,play,rock,level,music,difficulty,beat,song,game
572,Weather and Radar Live Forecast,com.ntech.weather.free,"Weather and Radar Live Forecast 2019 is one of best free weather forecast apps with all features:  Local weather, Weather map (windy weather map service) and Weather widgets more than 15 now available.
Weather and Radar Live Forecast gives you a real live weather wherever you are in the world , you can choose to detect your location automatically (recommend) or add location in a list in simple 2 click , to get your weather information each hour every day and the whole week
Radar is a great feature that's help you a lot .
- You can see Wind directions
- There is a Rains or snow
- Temperature informations ('C/'F)
- Clouds emplacements
- Humidity data
- Pressure data
- Waves directions
- Currents
Features
- Screen Lock with info: temp, rain, clouds & widget weather clock
- Weather notification bar (allow): Keeps weather running underground for realtime
- Auto reload data for notification even app is in underground
-Works as well without using GPS or automatication location
- Weather widget more than 15 available
- Temperature switching between Celsius and Fahrenheit, We auto-detect your country should use Celsius or Fahrenheit for default settings for easiest use.
- You can see the whether in multiple locations
Contact us on Email: nw.techdev@gmail.com",['WEATHER'],ANDROID,en,"['weather', 'radar', 'forecast', 'location', 'widget', 'fahrenheit', 'celsius', 'rain', 'underground', 'live']",weather,radar,forecast,location,widget,fahrenheit,celsius,rain,underground,live
